film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
534,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,Family,English             ,PG-13,2006,5,"{'Gina Degeneres', 'Henry Berry', 'Jayne Silverstone'}",{Trailers},'drama':5 'girl':8 'harri':2 'lacklustur':4 'louisiana':1 'monkey':17 'must':14 'redeem':15 'shark':20 'tank':21 'technic':11 'writer':12,70,0.99,18.99
535,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,Horror,English             ,R,2006,6,"{'Greta Malden', 'Tom Miranda', 'Christian Neeson', 'Johnny Lollobrigida'}","{Trailers,""Behind the Scenes""}",'abandon':19 'brilliant':4 'dentist':16 'explor':11 'fun':20 'hous':21 'hunter':8 'love':1 'must':13 'panorama':5 'pursu':14 'suicid':2,181,0.99,21.99
536,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,Classics,English             ,PG,2006,3,"{'Elvis Marx', 'Dan Torn', 'Minnie Kilmer', 'Sandra Kilmer', 'Vivien Bergen', 'Mary Keitel'}","{Trailers,""Behind the Scenes""}","'crocodil':8,17 'discov':15 'fanci':4 'forens':11 'jingl':2 'love':1 'must':14 'outback':20 'psychologist':12 'yarn':5",65,2.99,18.99
537,LOVER TRUMAN,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,Classics,English             ,G,2006,3,"{'Mena Hopper', 'Milla Keitel', 'Christian Neeson', 'Lisa Monroe', 'Thora Temple', 'Reese Kilmer', 'Vivien Bergen'}",{Trailers},'boat':22 'boy':11 'emot':4 'lover':1 'must':13 'outgun':14 'robot':8 'technic':16 'truman':2 'u':21 'u-boat':20 'writer':17 'yarn':5,75,2.99,29.99
538,LOVERBOY ATTACKS,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,New,English             ,PG-13,2006,7,"{'Groucho Williams', 'Renee Ball', 'Lucille Tracy', 'Kevin Bloom', 'Morgan Mcdormand', 'Thora Temple', 'Cary Mcconaughey', 'Adam Hopper', 'Parker Goldberg'}","{Trailers,""Behind the Scenes""}",'attack':2 'bore':4 'build':14 'butler':11 'car':8 'georgia':19 'girl':16 'loverboy':1 'must':13 'soviet':18 'stori':5,162,0.99,19.99
539,LUCK OPUS,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,Drama,English             ,NC-17,2006,7,"{'Ed Chase', 'Jane Jackman', 'Matthew Carrey', 'Scarlett Bening', 'Susan Davis', 'Geoffrey Heston'}","{Trailers,Commentaries,""Behind the Scenes""}",'bore':4 'display':5 'luck':1 'moos':8 'must':13 'opus':2 'outrac':14 'shark':19 'squirrel':11 'tank':20 'teacher':16,152,2.99,21.99
540,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,Music,English             ,PG-13,2006,7,"{'Julia Mcqueen', 'Kenneth Torn', 'Jim Mostel', 'Karl Berry', 'James Pitt', 'Nick Wahlberg', 'Ewan Gooding', 'Angela Witherspoon', 'Parker Goldberg', 'Jada Ryder'}","{Trailers,Commentaries,""Behind the Scenes""}",'boat':24 'charact':5 'find':16 'fli':2 'forens':18 'lacklustur':4 'lucki':1 'man':13 'must':15 'psychologist':19 'shark':10 'studi':6 'u':23 'u-boat':22,97,2.99,10.99
541,LUKE MUMMY,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,Animation,English             ,NC-17,2006,5,"{'Christian Akroyd', 'Cuba Olivier', 'Bela Walken', 'Julia Fawcett', 'Rita Reynolds', 'John Suvari', 'Angela Hudson', 'Burt Posey', 'Mary Keitel'}","{Trailers,""Behind the Scenes""}",'ancient':20 'boy':9 'charact':5 'india':21 'luke':1 'mad':17 'mummi':2 'must':14 'redeem':15 'robot':12 'scientist':18 'studi':6 'taut':4,74,2.99,21.99
542,LUST LOCK,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,Action,English             ,G,2006,3,"{'Anne Cronyn', 'Salma Nolte', 'Matthew Carrey', 'Jayne Nolte', 'Sean Guiness', 'Charlize Dench', 'Ed Mansfield'}","{Trailers,Commentaries,""Behind the Scenes""}",'agent':17 'dentist':11 'desert':21 'fanci':4 'hunter':8 'lock':2 'lust':1 'meet':14 'must':13 'panorama':5 'sahara':20 'secret':16,52,2.99,28.99
543,MADIGAN DORADO,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,Travel,English             ,R,2006,5,"{'Milla Keitel', 'Gene Mckellen', 'Ray Johansson', 'Minnie Zellweger', 'Kirsten Akroyd', 'Jon Chase'}","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'crocodil':19 'discov':17 'dorado':2 'madigan':1 'must':16 'outback':22 'shark':10,14 'studi':6",116,4.99,20.99
544,MADISON TRAP,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,Documentary,English             ,R,2006,4,"{'Jodie Degeneres', 'Gregory Gooding', 'Thora Temple', 'Rip Crawford', 'Walter Torn'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'boat':23 'dentist':13 'inspir':6 'madison':1 'monkey':10 'must':15 'overcom':16 'pioneer':18 'reflect':7 'trap':2 'u':22 'u-boat':21,147,2.99,11.99
545,MADNESS ATTACKS,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,Foreign,English             ,PG-13,2006,4,"{'Frances Day-Lewis', 'Frances Tomei', 'Humphrey Willis', 'Kirsten Akroyd', 'Susan Davis', 'Scarlett Damon', 'Mary Keitel'}",{Trailers},'attack':2 'boat':11 'crocodil':16 'defeat':14 'fanci':4 'gulf':19 'mad':1 'mexico':21 'must':13 'squirrel':8 'tale':5,178,0.99,14.99
546,MADRE GABLES,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,Games,English             ,PG-13,2006,7,"{'Daryl Wahlberg', 'Tom Miranda', 'Penelope Pinkett', 'Matthew Carrey'}","{Trailers,Commentaries,""Deleted Scenes""}",'discov':16 'first':21 'forens':12 'gabl':2 'intrepid':4 'madr':1 'man':22 'moos':18 'must':15 'panorama':5 'psychologist':13 'space':23 'station':24 'sumo':8 'wrestler':9,98,2.99,27.99
547,MAGIC MALLRATS,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,Children,English             ,PG,2006,3,"{'Burt Posey', 'Alec Wayne', 'Tom Mckellen', 'Kirsten Akroyd'}","{Trailers,Commentaries}","'build':16 'california':21 'chef':9,13 'documentari':5 'mad':18 'magic':1 'mallrat':2 'must':15 'pastri':8,12 'scientist':19 'touch':4",117,0.99,19.99
548,MAGNIFICENT CHITTY,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,Classics,English             ,R,2006,3,"{'Gina Degeneres', 'Kenneth Torn', 'Gary Penn', 'Fred Costner', 'Renee Ball', 'Greg Chaplin', 'Cuba Birch'}","{Commentaries,""Deleted Scenes""}",'california':19 'chitti':2 'cow':17 'face':14 'hunter':11 'insight':4 'mad':16 'magnific':1 'must':13 'stori':5 'teacher':8,53,2.99,27.99
549,MAGNOLIA FORRESTER,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,Action,English             ,PG-13,2006,4,"{'Greta Keitel', 'Christian Akroyd', 'Olympia Pfeiffer', 'Sandra Kilmer', 'Audrey Bailey', 'Groucho Sinatra', 'Laura Brody'}","{Trailers,Commentaries,""Deleted Scenes""}",'compos':8 'conquer':14 'dentist':16 'documentari':5 'explor':11 'forrest':2 'magnolia':1 'must':13 'new':18 'orlean':19 'thought':4,171,0.99,28.99
550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,Family,English             ,NC-17,2006,6,"{'Renee Tracy', 'Nick Wahlberg', 'Sean Williams', 'Alan Dreyfuss'}","{Trailers,Commentaries}",'apach':2 'baloon':22 'defeat':16 'fast':5 'fast-pac':4 'forens':18 'hunter':13 'maguir':1 'must':15 'pace':6 'psychologist':19 'reflect':7 'waitress':10,74,2.99,22.99
551,MAIDEN HOME,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,New,English             ,PG,2006,3,"{'Kenneth Torn', 'Gregory Gooding', 'Henry Berry', 'Daryl Wahlberg', 'Christian Akroyd', 'Woody Jolie', 'Jayne Nolte', 'Woody Hoffman'}","{""Behind the Scenes""}",'convent':21 'forens':16 'home':2 'kill':14 'lacklustur':4 'maiden':1 'moos':8 'must':13 'mysql':20 'psychologist':17 'saga':5 'teacher':11,138,4.99,9.99
552,MAJESTIC FLOATS,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,Documentary,English             ,PG,2006,5,"{'Joe Swank', 'Groucho Sinatra', 'Natalie Hopkins', 'Ed Mansfield', 'Julia Zellweger'}",{Trailers},'butler':17 'charact':5 'escap':15 'first':20 'float':2 'majest':1 'man':21 'moos':9 'must':14 'space':22 'station':23 'student':12 'studi':6 'thrill':4,130,0.99,15.99
553,MAKER GABLES,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,Children,English             ,PG-13,2006,4,"{'Val Bolger', 'Ralph Cruz', 'Christian Akroyd', 'Cuba Olivier', 'Kirsten Akroyd', 'Mary Tandy', 'Kevin Garland', 'Lucille Dee', 'Rita Reynolds', 'Cuba Allen', 'Meg Hawke'}","{""Deleted Scenes"",""Behind the Scenes""}",'administr':12 'boat':21 'compos':17 'databas':11 'display':5 'gabl':2 'jet':20 'maker':1 'moos':8 'must':14 'pursu':15 'stun':4,136,0.99,12.99
554,MALKOVICH PET,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,Classics,English             ,G,2006,6,"{'Fay Winslet', 'Laurence Bullock', 'Matthew Johansson', 'Reese West', 'Grace Mostel', 'Michael Bolger', 'Jada Ryder'}","{""Behind the Scenes""}",'intrepid':4 'kill':15 'malkovich':1 'must':14 'outback':20 'pet':2 'reflect':5 'shark':12 'squirrel':17 'waitress':8,159,2.99,22.99
555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,Comedy,English             ,PG,2006,4,"{'Val Bolger', 'Cameron Zellweger', 'Nick Wahlberg', 'Vivien Basinger', 'Mary Keitel'}","{Trailers,Commentaries,""Deleted Scenes""}",'dentist':11 'find':14 'hunter':16 'mallrat':1 'monasteri':19 'must':13 'thrill':4 'unit':2 'waitress':8 'yarn':5,133,0.99,25.99
556,MALTESE HOPE,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,Games,English             ,PG-13,2006,6,{'Angela Hudson'},"{""Behind the Scenes""}",'california':21 'conquer':17 'crocodil':10 'documentari':7 'explor':19 'fast':5 'fast-pac':4 'hope':2 'maltes':1 'must':16 'pace':6 'sumo':13 'wrestler':14,127,4.99,26.99
557,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,Family,English             ,PG,2006,5,"{'Ray Johansson', 'Albert Nolte'}","{Trailers,Commentaries}","'battl':15 'berlin':19 'boy':12,17 'cow':9 'curtain':2 'mad':8 'manchurian':1 'must':14 'stun':4 'tale':5",177,2.99,27.99
558,MANNEQUIN WORST,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,New,English             ,PG-13,2006,3,"{'Anne Cronyn', 'Gene Hopkins', 'Minnie Zellweger', 'Sidney Crowe', 'Cuba Allen'}","{Trailers,Commentaries,""Deleted Scenes""}",'ancient':20 'astound':4 'chef':13 'cow':9 'discov':16 'husband':18 'india':21 'mad':8 'mannequin':1 'must':15 'pastri':12 'saga':5 'worst':2,71,2.99,18.99
559,MARRIED GO,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,Sci-Fi,English             ,G,2006,7,"{'Groucho Dunst', 'Frances Day-Lewis', 'Goldie Brody'}","{""Behind the Scenes""}",'desert':21 'dog':11 'face':14 'fanci':4 'forens':16 'go':2 'marri':1 'must':13 'psychologist':17 'sahara':20 'stori':5 'woman':8,114,2.99,22.99
560,MARS ROMAN,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,Games,English             ,NC-17,2006,6,"{'River Dean', 'Jayne Silverstone', 'Olympia Pfeiffer', 'Adam Grant', 'Cuba Birch', 'Bela Walken', 'Michael Bolger'}","{Commentaries,""Deleted Scenes""}",'bore':4 'car':8 'dog':11 'drama':5 'georgia':19 'madman':16 'mar':1 'must':13 'roman':2 'soviet':18 'succumb':14,62,0.99,21.99
561,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,New,English             ,NC-17,2006,6,"{'Gary Penn', 'Dan Torn', 'Warren Nolte', 'Renee Ball', 'Nick Wahlberg', 'Laura Brody', 'Sidney Crowe', 'Woody Jolie', 'Lucille Dee', 'Jeff Silverstone', 'Meg Hawke'}","{Commentaries,""Deleted Scenes""}",'bore':4 'california':19 'charact':5 'mask':1 'meet':15 'must':14 'peach':2 'robot':12 'student':9 'studi':6 'woman':17,123,2.99,26.99
562,MASKED BUBBLE,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,Music,English             ,PG-13,2006,6,"{'Gary Penn', 'Adam Hopper', 'Audrey Bailey'}","{Commentaries,""Behind the Scenes""}","'abandon':19 'boat':11 'bubbl':2 'documentari':5 'fanci':4 'mask':1 'mine':20 'must':13 'pioneer':8,16 'pursu':14 'shaft':21",151,0.99,12.99
563,MASSACRE USUAL,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,Games,English             ,R,2006,6,"{'Spencer Depp', 'Fay Winslet', 'Gene Mckellen'}",{Commentaries},'california':19 'challeng':14 'crocodil':11 'fate':4 'forens':16 'massacr':1 'must':13 'psychologist':17 'reflect':5 'usual':2 'waitress':8,165,4.99,16.99
564,MASSAGE IMAGE,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,Animation,English             ,PG,2006,4,"{'Morgan Williams', 'Kevin Bloom', 'Kirsten Akroyd', 'Kenneth Hoffman', 'Cate Mcqueen', 'Charlize Dench', 'Alan Dreyfuss', 'Scarlett Damon', 'Rip Crawford'}","{Commentaries,""Behind the Scenes""}",'crocodil':11 'dog':16 'drama':5 'fate':4 'first':19 'frisbe':8 'imag':2 'man':20 'massag':1 'must':13 'space':21 'station':22 'vanquish':14,161,2.99,11.99
565,MATRIX SNOWMAN,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,Foreign,English             ,PG-13,2006,6,"{'Gary Penn', 'Russell Bacall', 'Sandra Peck'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'california':20 'matrix':1 'must':15 'overcom':16 'pack':6 'saga':7 'snowman':2 'student':18 'woman':10,13",56,4.99,9.99
566,MAUDE MOD,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,Foreign,English             ,R,2006,6,"{'James Pitt', 'Olympia Pfeiffer', 'Cary Mcconaughey', 'Rock Dukakis', 'Ed Guiness', 'Groucho Dunst'}","{Trailers,""Behind the Scenes""}",'astronaut':17 'beauti':4 'cat':12 'documentari':5 'forens':8 'maud':1 'mod':2 'must':14 'nigeria':19 'psychologist':9 'reach':15,72,0.99,20.99
567,MEET CHOCOLATE,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,Foreign,English             ,G,2006,3,"{'Groucho Williams', 'Zero Cage', 'Warren Nolte', 'Tim Hackman', 'Parker Goldberg', 'Warren Jackman'}",{Trailers},'bore':4 'butler':11 'chocol':2 'confront':14 'convent':20 'dentist':8 'documentari':5 'meet':1 'monkey':16 'must':13 'mysql':19,80,2.99,26.99
568,MEMENTO ZOOLANDER,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,Comedy,English             ,NC-17,2006,4,"{'Tom Miranda', 'Kirsten Akroyd', 'Susan Davis', 'Angelina Astaire', 'Albert Nolte', 'Mary Keitel'}","{""Behind the Scenes""}",'chef':17 'desert':21 'epistl':5 'explor':11 'memento':1 'must':13 'pastri':16 'redeem':14 'sahara':20 'squirrel':8 'touch':4 'zooland':2,77,4.99,11.99
569,MENAGERIE RUSHMORE,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,Animation,English             ,G,2006,7,"{'Ray Johansson', 'Burt Dukakis'}","{Trailers,Commentaries,""Deleted Scenes""}",'administr':17 'butler':11 'compos':8 'databas':16 'first':20 'man':21 'menageri':1 'must':13 'overcom':14 'panorama':5 'rushmor':2 'space':22 'station':23 'unbeliev':4,147,2.99,18.99
570,MERMAID INSECTS,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,Sports,English             ,NC-17,2006,5,"{'Frances Day-Lewis', 'Spencer Peck', 'Ewan Gooding', 'Geoffrey Heston', 'Warren Jackman', 'Mary Keitel'}","{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'fight':14 'husband':11,16 'insect':2 'lacklustur':4 'mermaid':1 'must':13 'waitress':8",104,4.99,20.99
571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,Documentary,English             ,PG-13,2006,6,"{'Gina Degeneres', 'Michael Bolger', 'Albert Johansson', 'Kenneth Hoffman', 'Uma Wood', 'Johnny Lollobrigida', 'Angela Hudson', 'Alan Dreyfuss'}","{Trailers,Commentaries,""Deleted Scenes""}",'armageddon':2 'baloon':19 'crocodil':11 'display':5 'factori':20 'lumberjack':8 'meet':14 'metal':1 'monkey':16 'must':13 'thrill':4,161,2.99,26.99
572,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,Sci-Fi,English             ,PG-13,2006,4,"{'Jim Mostel', 'Val Bolger', 'Ray Johansson', 'Dustin Tautou', 'Gene Willis', 'Cuba Allen'}","{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'baloon':21 'chef':13 'coma':2 'confront':16 'databas':8 'emot':4 'factori':22 'metropoli':1 'must':15 'pastri':12 'saga':5 'teacher':18,64,2.99,9.99
573,MICROCOSMOS PARADISE,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,Children,English             ,PG-13,2006,6,"{'Mena Temple', 'Jon Chase', 'Greta Malden', 'Ellen Presley', 'Kevin Garland', 'Helen Voight'}",{Commentaries},'boat':9 'charact':5 'microcosmo':1 'must':14 'nigeria':20 'paradis':2 'shark':18 'sink':15 'student':12 'studi':6 'touch':4,105,2.99,22.99
574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,Action,English             ,G,2006,3,"{'Gina Degeneres', 'Milla Peck', 'Humphrey Garland', 'James Pitt', 'Adam Grant', 'Greta Malden', 'Woody Hoffman', 'Oprah Kilmer', 'Geoffrey Heston'}","{Trailers,""Deleted Scenes""}",'chef':18 'husband':8 'midnight':1 'monasteri':21 'must':14 'pastri':17 'redeem':15 'reflect':5 'shark':12 'taut':4 'westward':2,86,0.99,19.99
575,MIDSUMMER GROUNDHOG,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,Documentary,English             ,G,2006,3,"{'Bela Walken', 'Jada Ryder'}","{Trailers,""Deleted Scenes""}",'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5,48,4.99,27.99
576,MIGHTY LUCK,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,Documentary,English             ,PG,2006,7,"{'Whoopi Hurt', 'Jessica Bailey', 'River Dean', 'Mena Temple', 'Bela Walken', 'Julianne Dench', 'Russell Close', 'Julia Barrymore'}","{""Behind the Scenes""}",'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9,122,2.99,13.99
577,MILE MULAN,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,Sports,English             ,PG,2006,4,"{'Angela Hudson', 'Julianne Dench', 'Mena Temple'}","{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'cat':8 'confront':14 'convent':20 'epistl':5 'husband':11 'lacklustur':4 'mile':1 'mulan':2 'must':13 'mysql':19,64,0.99,10.99
578,MILLION ACE,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,Classics,English             ,PG-13,2006,4,"{'Ben Harris', 'Renee Tracy', 'Christian Akroyd', 'John Suvari', 'Scarlett Damon'}","{""Deleted Scenes""}",'ace':2 'brilliant':4 'desert':21 'documentari':5 'find':14 'million':1 'must':13 'sahara':20 'squirrel':11 'technic':16 'woman':8 'writer':17,142,4.99,16.99
